Campaign ,,,Campaign  Status,,Ad Group,Keyword,Criterion Type,Bid strategy type,Tracking template,Custom parameter,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,private property towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,unauthorized vehicle removal,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,HOA towing service,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,parking lot towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,vehicle removal service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,private property tow San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,apartment complex towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,illegal parking tow,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing near me,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,18 wheeler towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,big rig towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,big rig recovery,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck breakdown,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,tractor trailer towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,18 wheeler breakdown,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing San Francisco,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing Oakland,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,semi truck towing San Jose,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,Class 8 towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG1: Semi-Truck & 18-Wheeler Towing,heavy duty tow truck near me,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,rotator recovery,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,heavy duty recovery,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,rollover recovery towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,truck rollover recovery,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,semi rollover recovery,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,heavy wrecker service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,complex recovery towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,winch out service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,off road vehicle recovery,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,accident scene towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG2: Heavy Recovery & Rotator Operations,heavy duty recovery Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,construction equipment towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,construction equipment transport,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,heavy equipment transport,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,excavator towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,excavator transport Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,bulldozer towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,forklift towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,forklift transport service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,machinery transport Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,generator transport towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,skid steer towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,agricultural equipment transport,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG3: Construction Equipment Transport,lowboy trailer service Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,fleet towing service,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,commercial towing contract,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,fleet towing contract,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,fleet roadside towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,commercial towing service Bay Area,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,business towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,corporate towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,towing SLA agreement,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,fleet towing Bay Area,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,commercial vehicle towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,truck fleet towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,logistics company towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,construction fleet towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG4: Fleet & Commercial Contracts — B2B,municipality towing service,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Semi Truck Towing — Bay Area,,Heavy Duty Towing — Bay Area,,Rotator Recovery — 75+ Tons,,Fleet Towing SLA — Bay Area,,Construction Equipment Towing,,Jackknife & Rollover Recovery,,18-Wheeler Towing — Bay Area,,DOT Compliant Heavy Recovery,,Bus & Transit Vehicle Towing,,CTTA & ITRA Certified,,Port of Oakland Towing — 24/7,,Fleet SLA — Priority Dispatch,,Bay Area Long Distance Hauling,,Fleet Quote — Call Us Now,,CTTA Certified — Bay Area Pros,,"Heavy duty Bay Area towing — rotators, semi recovery, fleet contracts. Call us 24/7.",,CTTA & ITRA certified. DOT compliant. Fleet SLA — priority dispatch & volume pricing.,,"75+ ton rotator fleet. Jackknife, rollover & construction equipment recovery Bay Area.",,"Fleet accounts: monthly invoicing, priority response, dedicated manager. Fleet quote.",,Heavy-Duty,Towing,https://www.heavytowpro.com/heavy-duty
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,bus towing service,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C2 Heavy Duty & Commercial,,,Paused,,AG5: Bus & Transit Vehicle Towing,bus towing near me,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
